step,wall_s,loss,lr,seed,imgs_per_s,plateau_gain_10_to_20,receptive_field_px,hide_px,blind_core_px,measurement_window_px,mask_ratio,censored_frac,n_cells_total,n_cells_labeled,frac_thing_cells,frac_excluded_cells,frac_acf_above_floor,frac_acf_above_floor_thing,frac_acf_above_floor_stuff,frac_null_above_floor,frac_ell_above_rf,frac_core_cells,mean_ell_thing,mean_ell_stuff,mean_acf_at_rf_thing,mean_acf_at_rf_stuff,mean_null_acf_at_rf_thing,mean_null_acf_at_rf_stuff,mean_r_thing,mean_r_stuff,n_diag_images,auc_acf_at_rf,auc_naive_acf_energy,auc_null_acf_at_rf,auc_ell_acf,auc_ell_freq,auc_residual_magnitude,auc_acf_at_rf_core,auc_acf_at_rf_ring,auc_acf_at_rf_stuck,auc_naive_stuck
9150,1981.264,0.16991931200027466,2.9434742897363892e-05,0,591.8754237170817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,1991.895,0.1654333472251892,2.6093317291988577e-05,0,591.9295770819294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,2002.663,0.17586004734039307,2.294980054550222e-05,0,591.9426490921095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,2013.171,0.1690705418586731,2.0005052063995692e-05,0,592.0322674890893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,2023.605,0.17663821578025818,1.7259876912300547e-05,0,592.1422730942754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,2034.541,0.1783645749092102,1.4715025593892984e-05,0,592.1052279792957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450,2044.537,0.16915100812911987,1.2371193845713224e-05,0,592.3409662318043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,2054.95,0.16374129056930542,1.0229022447958258e-05,0,592.4539607449714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,2065.304,0.15890976786613464,8.289097048898631e-06,0,592.5827047331794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,2076.262,0.1582755595445633,6.5519480047686044e-06,0,592.5375747647652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,2086.46,0.16996648907661438,5.018050234771393e-06,0,592.709114052852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,2096.744,0.17284941673278809,3.687823091241438e-06,0,592.8543490144888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750,2107.014,0.15780045092105865,2.561630244997615e-06,0,593.0023504282985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,2117.938,0.18380416929721832,1.6397795859190988e-06,0,592.9654721022968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,2128.455,0.18278934061527252,9.225231387714473e-07,0,593.0427637064904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,2138.775,0.16781146824359894,4.100569943054633e-07,0,593.1736368215437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,2149.799,0.16706833243370056,1.0252125564824688e-07,0,593.1087975551848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,2160.113,0.16837505996227264,0.0,0,593.2399236885843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,2170.739,,,0,,,23.0,32,10.0,64,0.25,0.0,262144,236385,0.3218309114368509,0.09826278686523438,0.08952767730608964,0.06986434618013565,0.09885907840483067,0.239664107282611,0.0,0.48488271252406034,4.8168463706970215,5.174703121185303,-0.03245165944099426,-0.030212750658392906,0.00644352613016963,0.020292814821004868,0.17907044997423963,0.1656782069699715,1024,0.4841681508819989,0.5037632421562995,0.44733478886312344,0.47621364165753277,0.5219799545905691,0.5510868336905208,0.46295706682218457,0.5182106574113523,0.4804306535858289,0.49758945569603485
